"Dia" "Horario" "Competição" "Mandante" "GolsMandante" "GolsVisitante" "Visitante" "Resultado" "Situação" "Minutos" "ImagemMandante" "ImagemVisitante"
"187" "17-09-2021" "19H" "Série B" "Coritiba" 1 0 "Vila Nova" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/coritiba.png" "https://e.imguol.com/futebol/brasoes/40x40/vila-nova.png"
"188" "17-09-2021" "20H30" "Série B" "Confiança" 2 0 "Sampaio Corrêa-MA" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/confianca.png" "https://e.imguol.com/futebol/brasoes/40x40/sampaio-correa-ma.png"
"189" "17-09-2021" "21H30" "Série B" "Ponte Preta" 0 0 "Guarani" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/ponte-preta.png" "https://e.imguol.com/futebol/brasoes/40x40/guarani.png"
"194" "18-09-2021" "08H30" "Inglês" "Wolverhampton" 0 2 "Brentford" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/wolverhampton.png" "https://e.imguol.com/futebol/brasoes/40x40/brentford.png"
"195" "18-09-2021" "09H" "La Liga" "Rayo Vallecano" 3 0 "Getafe" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/rayo-vallecano.png" "https://e.imguol.com/futebol/brasoes/40x40/getafe.png"
"196" "18-09-2021" "10H" "Italiano" "Genoa" 1 2 "Fiorentina" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/genoa.png" "https://e.imguol.com/futebol/brasoes/40x40/fiorentina.png"
"197" "18-09-2021" "10H30" "Alemão" "Bayern de Munique" 7 0 "Bochum" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/bayern-de-munique.png" "https://e.imguol.com/futebol/brasoes/40x40/bochum.png"
"198" "18-09-2021" "10H30" "Alemão" "Mainz 05" 0 0 "Freiburg" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/mainz-05.png" "https://e.imguol.com/futebol/brasoes/40x40/freiburg.png"
"199" "18-09-2021" "10H30" "Alemão" "Augsburg" 1 0 "Borussia M'gladbach" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/augsburg.png" "https://e.imguol.com/futebol/brasoes/40x40/borussia-m'gladbach.png"
"1100" "18-09-2021" "10H30" "Alemão" "Arminia Bielefeld" 0 0 "Hoffenheim" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/arminia-bielefeld.png" "https://e.imguol.com/futebol/brasoes/40x40/hoffenheim.png"
"1101" "18-09-2021" "11H" "Série C" "Oeste" 0 1 "São José-RS" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/oeste.png" "https://e.imguol.com/futebol/brasoes/40x40/sao-jose-rs.png"
"1102" "18-09-2021" "11H" "Inglês" "Burnley" 0 1 "Arsenal" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/burnley.png" "https://e.imguol.com/futebol/brasoes/40x40/arsenal.png"
"1103" "18-09-2021" "11H" "Inglês" "Liverpool" 3 0 "Crystal Palace" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/liverpool.png" "https://e.imguol.com/futebol/brasoes/40x40/crystal-palace.png"
"1104" "18-09-2021" "11H" "Inglês" "Manchester City" 0 0 "Southampton" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/manchester-city.png" "https://e.imguol.com/futebol/brasoes/40x40/southampton.png"
"1105" "18-09-2021" "11H" "Inglês" "Norwich" 1 3 "Watford" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/norwich.png" "https://e.imguol.com/futebol/brasoes/40x40/watford.png"
"1106" "18-09-2021" "11H15" "La Liga" "Atlético de Madri" 0 0 "Athletic Bilbao" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/atletico-de-madri.png" "https://e.imguol.com/futebol/brasoes/40x40/athletic-bilbao.png"
"1107" "18-09-2021" "12H" "Francês" "Lens" 1 0 "Lille" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/lens.png" "https://e.imguol.com/futebol/brasoes/40x40/lille.png"
"1108" "18-09-2021" "13H" "Italiano" "Internazionale" 6 1 "Bologna" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/internazionale.png" "https://e.imguol.com/futebol/brasoes/40x40/bologna.png"
"1109" "18-09-2021" "13H30" "La Liga" "Elche" 1 1 "Levante" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/elche.png" "https://e.imguol.com/futebol/brasoes/40x40/levante.png"
"1110" "18-09-2021" "13H30" "Inglês" "Aston Villa" 3 0 "Everton" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/aston-villa.png" "https://e.imguol.com/futebol/brasoes/40x40/everton.png"
"1111" "18-09-2021" "13H30" "Alemão" "Colônia" 1 1 "RB Leipzig" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/colonia.png" "https://e.imguol.com/futebol/brasoes/40x40/rb-leipzig.png"
"1112" "18-09-2021" "15H" "Série C" "Floresta-CE" 1 1 "Volta Redonda" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/floresta-ce.png" "https://e.imguol.com/futebol/brasoes/40x40/volta-redonda.png"
"1113" "18-09-2021" "15H" "Série D" "Campinense" 1 1 "Sergipe" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/campinense.png" "https://e.imguol.com/futebol/brasoes/40x40/sergipe.png"
"1114" "18-09-2021" "15H" "Série D" "Santo André" 0 1 "Esportivo" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/santo-andre.png" "https://e.imguol.com/futebol/brasoes/40x40/esportivo.png"
"1115" "18-09-2021" "15H" "Série D" "Joinville" 1 1 "Bangu" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/joinville.png" "https://e.imguol.com/futebol/brasoes/40x40/bangu.png"
"1116" "18-09-2021" "15H45" "Italiano" "Salernitana" 0 1 "Atalanta" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/salernitana.png" "https://e.imguol.com/futebol/brasoes/40x40/atalanta.png"
"1117" "18-09-2021" "16H" "La Liga" "Alavés" 0 2 "Osasuna" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/alaves.png" "https://e.imguol.com/futebol/brasoes/40x40/osasuna.png"
"1118" "18-09-2021" "16H" "Francês" "Saint-Étienne" 1 2 "Bordeaux" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/saint-etienne.png" "https://e.imguol.com/futebol/brasoes/40x40/bordeaux.png"
"1119" "18-09-2021" "16H" "Série D" "4 de Julho-PI" 3 0 "Penarol-AM" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/4-de-julho-pi.png" "https://e.imguol.com/futebol/brasoes/40x40/penarol-am.png"
"1120" "18-09-2021" "16H" "Série D" "Juazeirense-BA" 0 0 "Atlético-CE" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/juazeirense-ba.png" "https://e.imguol.com/futebol/brasoes/40x40/atletico-ce.png"
"1121" "18-09-2021" "16H" "Série D" "FC Cascavel" 0 3 "Cianorte" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/fc-cascavel.png" "https://e.imguol.com/futebol/brasoes/40x40/cianorte.png"
"1122" "18-09-2021" "16H" "Série D" "Portuguesa" 1 0 "Caxias" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/portuguesa.png" "https://e.imguol.com/futebol/brasoes/40x40/caxias.png"
"1123" "18-09-2021" "16H30" "Série B" "Londrina" 0 2 "CSA" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/londrina.png" "https://e.imguol.com/futebol/brasoes/40x40/csa.png"
"1124" "18-09-2021" "16H30" "Série B" "Botafogo" 3 1 "Náutico" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/botafogo.png" "https://e.imguol.com/futebol/brasoes/40x40/nautico.png"
"1125" "18-09-2021" "17H" "Brasileirão" "Chapecoense" 0 2 "Palmeiras" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/chapecoense.png" "https://e.imguol.com/futebol/brasoes/40x40/palmeiras.png"
"1126" "18-09-2021" "17H" "Série C" "Altos-PI" 2 3 "Paysandu" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/altos-pi.png" "https://e.imguol.com/futebol/brasoes/40x40/paysandu.png"
"1127" "18-09-2021" "17H" "Série C" "Criciúma" 3 0 "Mirassol" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/criciuma.png" "https://e.imguol.com/futebol/brasoes/40x40/mirassol.png"
"1128" "18-09-2021" "17H" "Série C" "Botafogo-RP" 1 2 "Figueirense" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/botafogo-rp.png" "https://e.imguol.com/futebol/brasoes/40x40/figueirense.png"
"1129" "18-09-2021" "17H" "Série D" "Boa Esporte" 1 1 "União Rondonópolis" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/boa-esporte.png" "https://e.imguol.com/futebol/brasoes/40x40/uniao-rondonopolis.png"
"1130" "18-09-2021" "17H" "Série D" "Ferroviária" 1 0 "Brasiliense" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/ferroviaria.png" "https://e.imguol.com/futebol/brasoes/40x40/brasiliense.png"
"1131" "18-09-2021" "18H45" "Brasileirão" "Athletico" 2 1 "Juventude" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/athletico.png" "https://e.imguol.com/futebol/brasoes/40x40/juventude.png"
"1132" "18-09-2021" "19H" "Brasileirão" "Atlético-MG" 3 0 "Sport" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/atletico-mg.png" "https://e.imguol.com/futebol/brasoes/40x40/sport.png"
"1133" "18-09-2021" "19H" "Série B" "Goiás" 2 1 "Brasil de Pelotas" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/goias.png" "https://e.imguol.com/futebol/brasoes/40x40/brasil-de-pelotas.png"
"1134" "18-09-2021" "19H" "Série C" "Novorizontino" 1 0 "Paraná Clube" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/novorizontino.png" "https://e.imguol.com/futebol/brasoes/40x40/parana-clube.png"
"1135" "18-09-2021" "21H" "Brasileirão" "Ceará" 0 0 "Santos" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/ceara.png" "https://e.imguol.com/futebol/brasoes/40x40/santos.png"
"1136" "18-09-2021" "21H" "Brasileirão" "Bahia" 1 1 "Red Bull Bragantino" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/bahia.png" "https://e.imguol.com/futebol/brasoes/40x40/red-bull-bragantino.png"
"1171" "19-09-2021" "07H30" "Italiano" "Empoli" 0 3 "Sampdoria" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/empoli.png" "https://e.imguol.com/futebol/brasoes/40x40/sampdoria.png"
"1172" "19-09-2021" "08H" "Francês" "Nice" 2 2 "Monaco" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/nice.png" "https://e.imguol.com/futebol/brasoes/40x40/monaco.png"
"1173" "19-09-2021" "09H" "La Liga" "Mallorca" 0 0 "Villarreal" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/mallorca.png" "https://e.imguol.com/futebol/brasoes/40x40/villarreal.png"
"1174" "19-09-2021" "10H" "Inglês" "Brighton" 2 1 "Leicester City" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/brighton.png" "https://e.imguol.com/futebol/brasoes/40x40/leicester-city.png"
"1175" "19-09-2021" "10H" "Inglês" "West Ham" 1 2 "Manchester United" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/west-ham.png" "https://e.imguol.com/futebol/brasoes/40x40/manchester-united.png"
"1176" "19-09-2021" "10H" "Francês" "Angers" 1 4 "Nantes" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/angers.png" "https://e.imguol.com/futebol/brasoes/40x40/nantes.png"
"1177" "19-09-2021" "10H" "Francês" "Clermont Foot" 1 1 "Brest" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/clermont-foot.png" "https://e.imguol.com/futebol/brasoes/40x40/brest.png"
"1178" "19-09-2021" "10H" "Francês" "Reims" 0 0 "Lorient" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/reims.png" "https://e.imguol.com/futebol/brasoes/40x40/lorient.png"
"1179" "19-09-2021" "10H" "Francês" "Troyes" 1 1 "Montpellier" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/troyes.png" "https://e.imguol.com/futebol/brasoes/40x40/montpellier.png"
"1180" "19-09-2021" "10H" "Italiano" "Venezia" 1 2 "Spezia" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/venezia.png" "https://e.imguol.com/futebol/brasoes/40x40/spezia.png"
"1181" "19-09-2021" "10H30" "Alemão" "Stuttgart" 1 3 "Bayer Leverkusen" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/stuttgart.png" "https://e.imguol.com/futebol/brasoes/40x40/bayer-leverkusen.png"
"1182" "19-09-2021" "11H" "Brasileirão" "Internacional" 1 0 "Fortaleza" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/internacional.png" "https://e.imguol.com/futebol/brasoes/40x40/fortaleza.png"
"1183" "19-09-2021" "11H" "Série C" "Ypiranga-RS" 0 0 "Ituano" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/ypiranga-rs.png" "https://e.imguol.com/futebol/brasoes/40x40/ituano.png"
"1184" "19-09-2021" "11H15" "La Liga" "Real Sociedad" 0 0 "Sevilla" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/real-sociedad.png" "https://e.imguol.com/futebol/brasoes/40x40/sevilla.png"
"1185" "19-09-2021" "12H" "Francês" "Olympique" 2 0 "Rennes" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/olympique.png" "https://e.imguol.com/futebol/brasoes/40x40/rennes.png"
"1186" "19-09-2021" "12H30" "Inglês" "Tottenham" 0 3 "Chelsea" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/tottenham.png" "https://e.imguol.com/futebol/brasoes/40x40/chelsea.png"
"1187" "19-09-2021" "12H30" "Alemão" "Borussia Dortmund" 4 2 "Union Berlin" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/borussia-dortmund.png" "https://e.imguol.com/futebol/brasoes/40x40/union-berlin.png"
"1188" "19-09-2021" "13H" "Italiano" "Hellas Verona" 3 2 "Roma" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/hellas-verona.png" "https://e.imguol.com/futebol/brasoes/40x40/roma.png"
"1189" "19-09-2021" "13H" "Italiano" "Lazio" 2 2 "Cagliari" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/lazio.png" "https://e.imguol.com/futebol/brasoes/40x40/cagliari.png"
"1190" "19-09-2021" "13H30" "La Liga" "Betis" 2 2 "Espanyol" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/betis.png" "https://e.imguol.com/futebol/brasoes/40x40/espanyol.png"
"1191" "19-09-2021" "14H30" "Alemão" "Wolfsburg" 1 1 "Eintracht Frankfurt" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/wolfsburg.png" "https://e.imguol.com/futebol/brasoes/40x40/eintracht-frankfurt.png"
"1192" "19-09-2021" "15H" "Série D" "Castanhal" 1 2 "Moto Club" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/castanhal.png" "https://e.imguol.com/futebol/brasoes/40x40/moto-club.png"
"1193" "19-09-2021" "15H45" "Francês" "PSG" 2 1 "Lyon" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/psg.png" "https://e.imguol.com/futebol/brasoes/40x40/lyon.png"
"1194" "19-09-2021" "15H45" "Italiano" "Juventus" 1 1 "Milan" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/juventus.png" "https://e.imguol.com/futebol/brasoes/40x40/milan.png"
"1195" "19-09-2021" "16H" "Brasileirão" "São Paulo" 2 1 "Atlético-GO" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/sao-paulo.png" "https://e.imguol.com/futebol/brasoes/40x40/atletico-go.png"
"1196" "19-09-2021" "16H" "Série B" "Vasco" 1 1 "Cruzeiro" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/vasco.png" "https://e.imguol.com/futebol/brasoes/40x40/cruzeiro.png"
"1197" "19-09-2021" "16H" "Série C" "Manaus" 1 1 "Ferroviário" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/manaus.png" "https://e.imguol.com/futebol/brasoes/40x40/ferroviario.png"
"1198" "19-09-2021" "16H" "La Liga" "Valencia" 1 2 "Real Madrid" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/valencia.png" "https://e.imguol.com/futebol/brasoes/40x40/real-madrid.png"
"1199" "19-09-2021" "16H" "Série D" "Itabaiana" 0 2 "América-RN" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/itabaiana.png" "https://e.imguol.com/futebol/brasoes/40x40/america-rn.png"
"1200" "19-09-2021" "16H" "Série D" "ABC" 3 2 "Retrô" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/abc.png" "https://e.imguol.com/futebol/brasoes/40x40/retro.png"
"1201" "19-09-2021" "16H" "Série D" "Nova Mutum" 0 2 "Uberlândia" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/nova-mutum.png" "https://e.imguol.com/futebol/brasoes/40x40/uberlandia.png"
"1202" "19-09-2021" "17H" "Série D" "São Raimundo-RR" 1 2 "Paragominas" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/sao-raimundo-rr.png" "https://e.imguol.com/futebol/brasoes/40x40/paragominas.png"
"1203" "19-09-2021" "18H" "Série C" "Tombense-MG" 2 1 "Santa Cruz-PE" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/tombense-mg.png" "https://e.imguol.com/futebol/brasoes/40x40/santa-cruz-pe.png"
"1204" "19-09-2021" "18H15" "Brasileirão" "Corinthians" 1 1 "América-MG" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/corinthians.png" "https://e.imguol.com/futebol/brasoes/40x40/america-mg.png"
"1205" "19-09-2021" "20H" "Série C" "Botafogo-PB" 1 0 "Jacuipense-BA" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/botafogo-pb.png" "https://e.imguol.com/futebol/brasoes/40x40/jacuipense-ba.png"
"1206" "19-09-2021" "20H30" "Brasileirão" "Flamengo" 0 1 "Grêmio" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/flamengo.png" "https://e.imguol.com/futebol/brasoes/40x40/gremio.png"
"1207" "20-09-2021" "15H" "Série D" "Guarany de Sobral" 2 0 "Galvez-AC" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/guarany-de-sobral.png" "https://e.imguol.com/futebol/brasoes/40x40/galvez-ac.png"
"1208" "20-09-2021" "15H45" "Italiano" "Udinese" 0 4 "Napoli" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/udinese.png" "https://e.imguol.com/futebol/brasoes/40x40/napoli.png"
"1209" "20-09-2021" "16H" "La Liga" "Barcelona" 1 1 "Granada-ESP" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/barcelona.png" "https://e.imguol.com/futebol/brasoes/40x40/granada-esp.png"
"1210" "20-09-2021" "16H" "Amistosos" "Brasil" 4 1 "Argentina (F)" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/brasil.png" "https://e.imguol.com/futebol/brasoes/40x40/argentina-f.png"
"1211" "20-09-2021" "20H" "Brasileirão" "Cuiabá" 2 2 "Fluminense" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/cuiaba.png" "https://e.imguol.com/futebol/brasoes/40x40/fluminense.png"
"1212" "21-09-2021" "13H30" "Italiano" "Bologna" 2 2 "Genoa" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/bologna.png" "https://e.imguol.com/futebol/brasoes/40x40/genoa.png"
"1213" "21-09-2021" "14H30" "La Liga" "Getafe" 1 2 "Atlético de Madri" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/getafe.png" "https://e.imguol.com/futebol/brasoes/40x40/atletico-de-madri.png"
"1214" "21-09-2021" "15H45" "Italiano" "Atalanta" 2 1 "Sassuolo" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/atalanta.png" "https://e.imguol.com/futebol/brasoes/40x40/sassuolo.png"
"1215" "21-09-2021" "15H45" "Italiano" "Fiorentina" 1 3 "Internazionale" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/fiorentina.png" "https://e.imguol.com/futebol/brasoes/40x40/internazionale.png"
"1216" "21-09-2021" "15H45" "Copa da Liga Inglesa" "Brentford" 7 0 "Oldham Athletic" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/brentford.png" "https://e.imguol.com/futebol/brasoes/40x40/oldham-athletic.png"
"1217" "21-09-2021" "15H45" "Copa da Liga Inglesa" "Burnley" 4 1 "Rochdale" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/burnley.png" "https://e.imguol.com/futebol/brasoes/40x40/rochdale.png"
"1218" "21-09-2021" "15H45" "Copa da Liga Inglesa" "Fulham" 0 0 "Leeds United" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/fulham.png" "https://e.imguol.com/futebol/brasoes/40x40/leeds-united.png"
"1219" "21-09-2021" "15H45" "Copa da Liga Inglesa" "Manchester City" 6 1 "Wycombe" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/manchester-city.png" "https://e.imguol.com/futebol/brasoes/40x40/wycombe.png"
"1220" "21-09-2021" "15H45" "Copa da Liga Inglesa" "Norwich" 0 3 "Liverpool" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/norwich.png" "https://e.imguol.com/futebol/brasoes/40x40/liverpool.png"
"1221" "21-09-2021" "15H45" "Copa da Liga Inglesa" "Preston North End" 4 1 "Cheltenham Town" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/preston-north-end.png" "https://e.imguol.com/futebol/brasoes/40x40/cheltenham-town.png"
"1222" "21-09-2021" "15H45" "Copa da Liga Inglesa" "Queens Park Rangers" 2 2 "Everton" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/queens-park-rangers.png" "https://e.imguol.com/futebol/brasoes/40x40/everton.png"
"1223" "21-09-2021" "15H45" "Copa da Liga Inglesa" "Sheffield United" 2 2 "Southampton" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/sheffield-united.png" "https://e.imguol.com/futebol/brasoes/40x40/southampton.png"
"1224" "21-09-2021" "15H45" "Copa da Liga Inglesa" "Watford" 1 3 "Stoke City" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/watford.png" "https://e.imguol.com/futebol/brasoes/40x40/stoke-city.png"
"1225" "21-09-2021" "15H45" "Copa da Liga Inglesa" "Wigan" 0 2 "Sunderland" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/wigan.png" "https://e.imguol.com/futebol/brasoes/40x40/sunderland.png"
"1226" "21-09-2021" "16H" "Série B" "Guarani" 2 0 "Remo" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/guarani.png" "https://e.imguol.com/futebol/brasoes/40x40/remo.png"
"1227" "21-09-2021" "17H" "La Liga" "Athletic Bilbao" 1 2 "Rayo Vallecano" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/athletic-bilbao.png" "https://e.imguol.com/futebol/brasoes/40x40/rayo-vallecano.png"
"1228" "21-09-2021" "17H" "La Liga" "Levante" 0 2 "Celta" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/levante.png" "https://e.imguol.com/futebol/brasoes/40x40/celta.png"
"1229" "21-09-2021" "19H" "Série B" "Sampaio Corrêa-MA" 2 2 "Brusque" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/sampaio-correa-ma.png" "https://e.imguol.com/futebol/brasoes/40x40/brusque.png"
"1230" "21-09-2021" "19H" "Série B" "Avaí" 1 0 "Goiás" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/avai.png" "https://e.imguol.com/futebol/brasoes/40x40/goias.png"
"1231" "21-09-2021" "19H" "Série B" "Brasil de Pelotas" 0 1 "CRB" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/brasil-de-pelotas.png" "https://e.imguol.com/futebol/brasoes/40x40/crb.png"
"1232" "21-09-2021" "21H30" "Série B" "Náutico" 1 2 "Londrina" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/nautico.png" "https://e.imguol.com/futebol/brasoes/40x40/londrina.png"
"1233" "21-09-2021" "21H30" "Série B" "Vila Nova" 0 0 "Confiança" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/vila-nova.png" "https://e.imguol.com/futebol/brasoes/40x40/confianca.png"
"1234" "21-09-2021" "21H30" "Libertadores" "Palmeiras" 0 0 "Atlético-MG" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/palmeiras.png" "https://e.imguol.com/futebol/brasoes/40x40/atletico-mg.png"
"1277" "22-09-2021" "13H30" "Italiano" "Salernitana" 2 2 "Hellas Verona" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/salernitana.png" "https://e.imguol.com/futebol/brasoes/40x40/hellas-verona.png"
"1278" "22-09-2021" "13H30" "Italiano" "Spezia" 2 3 "Juventus" "V" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/spezia.png" "https://e.imguol.com/futebol/brasoes/40x40/juventus.png"
"1279" "22-09-2021" "14H" "Francês" "Lille" 2 1 "Reims" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/lille.png" "https://e.imguol.com/futebol/brasoes/40x40/reims.png"
"1280" "22-09-2021" "14H" "Francês" "Monaco" 3 1 "Saint-Étienne" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/monaco.png" "https://e.imguol.com/futebol/brasoes/40x40/saint-etienne.png"
"1281" "22-09-2021" "14H" "Francês" "Montpellier" 3 3 "Bordeaux" "E" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/montpellier.png" "https://e.imguol.com/futebol/brasoes/40x40/bordeaux.png"
"1282" "22-09-2021" "14H" "Francês" "Nantes" 3 1 "Brest" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/nantes.png" "https://e.imguol.com/futebol/brasoes/40x40/brest.png"
"1283" "22-09-2021" "14H" "Francês" "Rennes" 6 0 "Clermont Foot" "M" "Encerrado" NA "https://e.imguol.com/futebol/brasoes/40x40/rennes.png" "https://e.imguol.com/futebol/brasoes/40x40/clermont-foot.png"
